상품명,가격,주소
삼성전자 갤럭시북4 NT750XGR-A31A,699000,https://cr.shopping.naver.com/adcr.nhn?x=LCSbxzdRG93ATwmUQylE5f%2F%2F%2Fw%3D%3Ds9tMUgkaWQ0RN7Hp0CskQSusEEO30tvPWmIHTojuj7l0XtKWU5l2RZhzweonlysWafCacDiTisUfji1oeyJKO8PPkWQmle2V65pkFcVf6IBR4hwNt1smDDaxLud3ubHkOA7t5glsD1fuilsGk3GhlV8v%2BjB2erv%2BZ%2Brrs5VHOiTQgGE7%2BZatKjf5hEf1XctkK7iP2PECA%2FrZmWh4R90YhqNjMLMF37IGTcafAkl8SUA1yVIMMNqLACnbjknB0qr9OINJO0cBUUOEf95BYgHLHSkPg%2F6PYJW9LpCSumzPJoigK7CtQzZWLlur1%2FFge4%2BEpY9o3qG1YIGPeJFNymJmaZSvY5ysVOc%2BJfZRKWUNskRekudW4LAgR4Xxl%2FdcF1QLKwJ%2F76XjmZjVL4T80JNKgTd1woZLwre%2F0c6LfC8XQvOaVEQABQ%2BEHw28GHTiiTOmISQ0Q6Dvtu%2B86bScIs2wDyVN3kmpzj8HKpYJst8kuZb6SFfWbLEvCKf0smyorlBgmuu6hWTQwEWHGZEUDU8GMKYp9p0JS6ZJaoLwzQpquJmDjDBKE8FNpvE5X%2BzGfXfSa%2BPcOp5xh3GfFud8%2FfyZt04KoDr6us%2BRKRCOTdsWr9TI%3D&nvMid=46670332618&catId=50000151
2024 LG그램 인텔 Ultra5 16GB 256GB 가벼운 노트북 사무용 대학생 인강용,1299000,https://cr.shopping.naver.com/adcr.nhn?x=mNAopnXK4UWyzC0I5LbfVv%2F%2F%2Fw%3D%3DskjnSPEGjhenqnepiQDE3GhJ2cA6rF%2B06pHxNA8GKKKcXtKWU5l2RZhzweonlysWanTBK37CGMv%2B2rBCVxPoosvPkWQmle2V65pkFcVf6IBR4hwNt1smDDaxLud3ubHkOLGUiP6HDz6JZY0ryO1a%2FOsVIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0NxpbQnpklAg0K61Ja85P6bu6zZuRg22%2FOMAgeL%2B6r72bDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqg%2FATxCtxMEC25XcflCia7rCgKtWUSAb52qd3Vn0OUA5pLnVuCwIEeF8Zf3XBdUCyvO4wOapWRuEQWOEbOM8ujR8xFiiHki%2FIAhpKNJriFwEUqPRpm73IS9%2BgQ9%2Few5OjDxQY6V3uZedjfRpvNTXd94F0D6pRHM9AfuJVlJK3jFeJZbNxiUzPHT7ZNIsDS8qrO3msa%2F1qT1jJi%2BEnmnORafIx3L8ZIzhgHU6WFOC3UlItbjpliLGJacXCez%2BUC%2F2fTKyfkGqwSQWmAkxzwROLkhrWNLxRrWHCJoudYzHCivGPLYrQJx3Xgn12FtlO0NVK7nYIcg1vvJIXr0HNQ95B3QzrcuIfTjSEiMyTXpQetjdaGimR4pR27mrh1IoDTOSgA%3D%3D&nvMid=86636005031&catId=50000151
삼성전자 갤럭시북4 NT750XGR-A51A,773500,https://cr.shopping.naver.com/adcr.nhn?x=BuswOuJ0CJK5fNGdf%2FH%2BaP%2F%2F%2Fw%3D%3Ds%2FAW5SIRoQ0uWr%2BDZHCRtRRhfWRnm1sDHm2%2FCmLuYJWv2m%2FfFa014Vbw4CyFgdKsaIbr8bH8sMGVxxy4z%2F7ssokhwf23LaXI3%2BWBMrS282udbXyCWgblhATlkH5C9P4zXptzbKxkdv7T9NaJp9P8a8lVd6Z%2BmZ5fvTALbBBPmfKIcFa8VjQD16Wd85fJwh1MjAOiRTQSRFOgANLaWq4GrYBtDwm%2BqtcL%2F%2BsHW7V7DzFJvOkN1ObtekPcPUhD3%2FT7c7rNm5GDbb84wCB4v7qvvZsOmY27ZGze0Q%2BtXRlM4OxtarJoVrbEtunAYIkKGowOqRKvjCZnMHR1evy%2FyGZATryEhb%2B5%2BbgCLWD5ufmjwVaCy5rjDnXk2U6sJ3Y5BNj1r8RTjKjGUHarrkEmRVPbNiKAhfbmRc6T9Q91MqoVII6piBcJIkFUGGdEtZw8LXCDKDs25fA5bww2qYT75E1e%2Fk42us14s7vuGZM6zXHZ5i2nWxy8spsgt1GELAqXujvPDT%2BDzDxwp7nT02YxkVA94lJRuz3P9teOFm0RfGG5RmeJ6CpyCJ0UgMu7G1KuNjXaQAfbTZaplkiqwbPMpcYqFqAau4fTwOUqyF63FjwpQRls%3D&nvMid=46670109618&catId=50000151
삼성전자 갤럭시북4 프로 NT960XGQ-A52A,1898000,https://cr.shopping.naver.com/adcr.nhn?x=zzRLBzNTdS3Rl6CHYhCBNf%2F%2F%2Fw%3D%3DsTN3J1IR7slOhKt0k63iyBU%2Bqs7A1rL2KzarZrlWHVRUXtKWU5l2RZhzweonlysWadvwykD8cSPAJhykhefsdCfPkWQmle2V65pkFcVf6IBR4hwNt1smDDaxLud3ubHkOA7t5glsD1fuilsGk3GhlV8v%2BjB2erv%2BZ%2Brrs5VHOiTQgGE7%2BZatKjf5hEf1XctkK1MkojaKowAcSc7roImxiptjMLMF37IGTcafAkl8SUA1yVIMMNqLACnbjknB0qr9OINJO0cBUUOEf95BYgHLHSkPg%2F6PYJW9LpCSumzPJoigK7CtQzZWLlur1%2FFge4%2BEpRghO4nQjyv1d0koZ7CoEzoPEcoRF6RWUsuziSDpD3EykudW4LAgR4Xxl%2FdcF1QLKGUgZJo5qFf3tj%2BZYMPKnV91woZLwre%2F0c6LfC8XQvOYaBrv%2FAYZ2VuMx%2BHoowSgiA8efig8H%2BSh8%2FDYSamc4o1N3kmpzj8HKpYJst8kuZb5TVd47HjgGgWqld4mky31wPNRouOLVBR9bkVCm5wEj0Hs3T4qzSBIVN2HAysFdoOQYP2bFohcTUEEFVPptz549Qu1aJNF618D69QP5LUPWSQ4SwcLvxUEucVmH%2BcOht40%3D&nvMid=44883996618&catId=50000151
삼성전자 갤럭시북2 NT550XEZ-A58A,566530,https://cr.shopping.naver.com/adcr.nhn?x=Djr8wv01U6KoGt6XdXLouf%2F%2F%2Fw%3D%3Dsi9qm%2FRSHLH%2FNt09WbnBbuOEXxJ3UcQvUwUaOdQitgjIXtKWU5l2RZhzweonlysWa9uZ1m0VfwFc960Yz3R8p0fPkWQmle2V65pkFcVf6IBR4hwNt1smDDaxLud3ubHkOA7t5glsD1fuilsGk3GhlV8v%2BjB2erv%2BZ%2Brrs5VHOiTQgGE7%2BZatKjf5hEf1XctkKnK9gjx817PNQlrJebqt3BNjMLMF37IGTcafAkl8SUA1yVIMMNqLACnbjknB0qr9OINJO0cBUUOEf95BYgHLHSkPg%2F6PYJW9LpCSumzPJoigK7CtQzZWLlur1%2FFge4%2BEpH3Zol20jq7sptRO%2FD0JTW0TQe8hljNiyyePLB6gjWsSkudW4LAgR4Xxl%2FdcF1QLKmkBpgT9%2Bf3e1MeI9Wh3lV91woZLwre%2F0c6LfC8XQvOZfhi4BjwgIMvxXagqvhvBfTcl8NpqFbUubKNUHUVw561N3kmpzj8HKpYJst8kuZb4dAkI6%2B%2F1M2FZG4RW0Ph1DiHpp7oSxk%2FJKzMXHDTRt%2B1d0shCXcSCDngLgb6gVnWMsQw8VNrEBs06lYqmkkaHt%2BPcOp5xh3GfFud8%2FfyZt04KoDr6us%2BRKRCOTdsWr9TI%3D&nvMid=32914807618&catId=50000151
삼성전자 갤럭시북4 울트라 NT960XGP-G72A,2899000,https://cr.shopping.naver.com/adcr.nhn?x=ue2WRuDJsNHJCYWfTk0Xo%2F%2F%2F%2Fw%3D%3Dsze%2FwL6Q4jM1tQcFvWOX7yesMFGanhKgBdUX%2F4A1ejHj2m%2FfFa014Vbw4CyFgdKsaQudwanReHaPOsBhTtSsWYUhwf23LaXI3%2BWBMrS282udbXyCWgblhATlkH5C9P4zXptzbKxkdv7T9NaJp9P8a8lVd6Z%2BmZ5fvTALbBBPmfKJiL5pNWLYG8nPcqciz%2FkvXotb61nuFjMUP7s6EmctFthtDwm%2BqtcL%2F%2BsHW7V7DzFJvOkN1ObtekPcPUhD3%2FT7c7rNm5GDbb84wCB4v7qvvZsOmY27ZGze0Q%2BtXRlM4OxtarJoVrbEtunAYIkKGowOq8xgsUJTAV0Ea6CPUt7aK5CEhb%2B5%2BbgCLWD5ufmjwVaCy5rjDnXk2U6sJ3Y5BNj1rRR7KFKraNahSkvy8DixfKaAhfbmRc6T9Q91MqoVII6rNhyVyDw4YZe1BkLVAFrCa2o8fdwjnvQAnuvX9Qlq5WlgHsjYJosx2rC4rYQGspyTMwCPw4gZORJyVqSLFYWs%2FwtIYh35n85gCNF9XAudNiiov0erKDfuIiUL3y5ydsOPsZoeFJ7hl%2FD209G7ijJ5K%2FCx6bnVwy90b382ljlD0u0HQIiXcF4qwUXZ2sX76wW8%3D&nvMid=44883388619&catId=50000151
삼성 노트북 사무용 인강용 업무용 싼 가성비 노트북 학생용 (i3 8GB 256GB),579000,https://cr.shopping.naver.com/adcr.nhn?x=rTFkd6Fw0CCSoJL6hDqobP%2F%2F%2Fw%3D%3DsUcdxA4a8cHkd4eI5OpUImnyNWb%2FbdWDEPumHUNiHEMkXtKWU5l2RZhzweonlysWa%2BpNwkiQA8dmD0vjLw4IF%2BfPkWQmle2V65pkFcVf6IBR4hwNt1smDDaxLud3ubHkOLGUiP6HDz6JZY0ryO1a%2FOsVIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0NstbOF%2BZLA8unLOM7ucaas%2B6zZuRg22%2FOMAgeL%2B6r72bDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqvWPTlzWnAli1iFcssWgn%2Bi0c0roACO2kJBMtixg90wNzzP1AE02N8MNWVtGJkp2mwhfROitwF4G9G1SZOfp4a3N81WjUpxJVJrN5mDsz4BpgDqC2cU3HbikoSx6qPPc3LDV%2BBxK5duzojUvl6oJZv%2B%2FoJXbqSb1rPi1oXTbCUMWXjQo4ebftAY7ep%2BOpvKxIZjE1HkaYcPTh30jo5QhmXj4Gd0RQmikOd4RZcjX0aD8q1voXY7ob0AWaHUZvS0sfxttdcX3QhhmmGhCuUjvDpY81Gi44tUFH1uRUKbnASPQoLWKAuz1qjbA0DY%2Bu7wUhIA%2FBnx8GbhCJfuIrcXXGVLzKurihFjy4Z0JKAFO8fteVoWd0jB03C5aYq3HUc1IKtSSLJQZncWk8e8Ttfjz6Fs%3D&nvMid=82592250321&catId=50000151
삼성전자 노트북 플러스2 NT550XDA-K14A,549000,https://cr.shopping.naver.com/adcr.nhn?x=plnysqWmYpLhgNAWemTsVf%2F%2F%2Fw%3D%3DsIHtCIJxgeaX8VBb6XftztF8JrDrIMFsDF%2Be2ZuvnPAT2JuB1xbdLlYSG9uR1HG3pHRQisjHlRdY7zVVW0biG5rRFcDz8bG6KS4r8o62aao0qmj83V%2FIXXUfCnzomTTE%2F5Qc5BDeg2oQQE6UV3bc1099%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLkX0Dic19NDOgLka8HuPeeyKAIbpwv%2BC6ot980PsBr8Pac1A9eX%2F2kC2ux9IFZyvDog11r%2BFvnzCJTmg%2BAV9HHqsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8rydjqFphoIdKWQtaO6Enjaeg5uwE1Oh3nQO0JuhN8thXfqiCwBtPYYwEdSt6i2JAKGNcAwoO7uGAByInyGAgr%2F5D0vlh%2FqqJF2hTwDNmmtpIv%2Bx%2BJbRMl1B4pRi06RM6534DwAW%2FcBnU4RfRRV968l0e0%2F7oUtw182DVYHDHcyV7jMgycw%2BYDRr9TgT8%2FLs9nWJL0JQAvYpVO%2FrRX8pTB%2FoLRdeTzJJo5DQ5ovPMjEWHYkijxltKaKJYx4njVYoztCJvreqc2YEAwbqcmYFnq8tVYavx%2B%2B8fWZa9SBc8rqM%3D&nvMid=26529080523&catId=50000151
LG전자 LG그램 15ZD90S-GX76K,1698990,https://cr.shopping.naver.com/adcr.nhn?x=smMiHEfq476BfqC96sLBiv%2F%2F%2Fw%3D%3Ds%2FkuwRSTEwvj4chtrGvtcMFsjoTTgA%2BucTbuaROHGUPsXtKWU5l2RZhzweonlysWaT3tUTvDAtQ5YVWf3TIuL9%2FPkWQmle2V65pkFcVf6IBR4hwNt1smDDaxLud3ubHkOA7t5glsD1fuilsGk3GhlV8v%2BjB2erv%2BZ%2Brrs5VHOiTQgGE7%2BZatKjf5hEf1XctkKsieveWJbAXjg5cdRzWYnGNjMLMF37IGTcafAkl8SUA1yVIMMNqLACnbjknB0qr9OINJO0cBUUOEf95BYgHLHSkPg%2F6PYJW9LpCSumzPJoigK7CtQzZWLlur1%2FFge4%2BEpg0FxlgyxxwMpmhAjfdHdW3jnLwOI%2B8qW9421MDPZOqCkudW4LAgR4Xxl%2FdcF1QLK0s1FxtWCb1LvR3JgoQQqa91woZLwre%2F0c6LfC8XQvObtFSlOS%2BljBy5W%2FAWZVITlAV94USYdfkuFVn4sXE9UsFN3kmpzj8HKpYJst8kuZb7OrvewkrnVEu8GFTVNZuiedRM2ejeXMHLKUhaOgGkIEo%2F2jOZ1X9azl5NH1VOMKFuhpI%2FBhjj5xgwmOLhmt%2F5ifOkP2ptcCRXLAchIvEgrbg4SwcLvxUEucVmH%2BcOht40%3D&nvMid=44947567618&catId=50000151
삼성전자 갤럭시북4 프로360 NT960QGQ-A51A,1999000,https://cr.shopping.naver.com/adcr.nhn?x=mZyLciKjqHLCXMDxNf0vDP%2F%2F%2Fw%3D%3DsnRkBs6maPEcn4J4GHY9qXoxmn53RX4codVqu4ypuRZIXtKWU5l2RZhzweonlysWaMmbuHGBtP4CchcOQQTyOTvPkWQmle2V65pkFcVf6IBR4hwNt1smDDaxLud3ubHkOA7t5glsD1fuilsGk3GhlV8v%2BjB2erv%2BZ%2Brrs5VHOiTQgGE7%2BZatKjf5hEf1XctkKa5PBj%2FLvz9ezx1JYlixK1tjMLMF37IGTcafAkl8SUA1yVIMMNqLACnbjknB0qr9OINJO0cBUUOEf95BYgHLHSkPg%2F6PYJW9LpCSumzPJoigK7CtQzZWLlur1%2FFge4%2BEpXwcr5y3ccANwPJFQp8RsfRmG3jBFzucDEfA6SA%2BpaJ%2BkudW4LAgR4Xxl%2FdcF1QLKw20M%2FWp7hIX5pru79BsyFd1woZLwre%2F0c6LfC8XQvOYaBrv%2FAYZ2VuMx%2BHoowSgick775liGZdEXlorq6z37KlN3kmpzj8HKpYJst8kuZb4n0NYlKOCAZ1O6ds9G6ntpPNRouOLVBR9bkVCm5wEj0I%2F2jOZ1X9azl5NH1VOMKFvkkJ4Ak0R1ZuTyO6cxBCfWxTjsLaAgeq8De7zWk58LUg4SwcLvxUEucVmH%2BcOht40%3D&nvMid=47093438618&catId=50000151
삼성전자 갤럭시북4 프로 NT960XGQ-AD72G,2198990,https://cr.shopping.naver.com/adcr.nhn?x=Y9GWCF33MYCahbaRynTzE%2F%2F%2F%2Fw%3D%3DslGzt3AI%2BBZOqqC045plEHSpT5d5ff8DY9GhQIPYhdBIXtKWU5l2RZhzweonlysWarEOwOXW74vODzVrH1Lxs6PPkWQmle2V65pkFcVf6IBR4hwNt1smDDaxLud3ubHkOA7t5glsD1fuilsGk3GhlV8v%2BjB2erv%2BZ%2Brrs5VHOiTQgGE7%2BZatKjf5hEf1XctkKzp2jU3A%2B0G2wj9O%2B6p1JJNjMLMF37IGTcafAkl8SUA1yVIMMNqLACnbjknB0qr9OINJO0cBUUOEf95BYgHLHSkPg%2F6PYJW9LpCSumzPJoigK7CtQzZWLlur1%2FFge4%2BEp%2FlwMw4v1ERQm4LOB9cLOhLXYOjtn2xi6MzYEOhwHwUGkudW4LAgR4Xxl%2FdcF1QLKEAivRFieB31ictILM65UT91woZLwre%2F0c6LfC8XQvOYaBrv%2FAYZ2VuMx%2BHoowSgiq1CEI%2FNPcIPWJ9QFObOhOqWX4OkdQnUc0HiX%2FEfB6sDJkHAwSkXRLFGf0WxV1ymKfjYL0MjURoK4Hz7O3v9Lpb%2BGBoyQkiFtSLwcV09cBvfMSP%2FLTPyw21vsPC8364LIM04bpL59SQ2rVW1zgrGoRIVsN%2FiAcjmtIwlTUFZwg6A%3D&nvMid=44815893618&catId=50000151
LG전자 LG그램 15ZD90S-GX56K,1278990,https://cr.shopping.naver.com/adcr.nhn?x=Qsh40iZbmJoZgzOxs6VnVP%2F%2F%2Fw%3D%3Dskum%2FkGbWKuRO8Su%2BhKE0RW9gpWESw%2FF%2F7LqCjFdLoJb2JuB1xbdLlYSG9uR1HG3pnTGLCBv9PE6NNWdrtG%2FZ9LRFcDz8bG6KS4r8o62aao0qmj83V%2FIXXUfCnzomTTE%2F5Qc5BDeg2oQQE6UV3bc1099%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLWcF9W5Wfvl7mh%2BuOQOdbcyKAIbpwv%2BC6ot980PsBr8Pac1A9eX%2F2kC2ux9IFZyvDog11r%2BFvnzCJTmg%2BAV9HHqsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8v%2BxqqG%2B3JNKlJ1TZ2Zb456mBPQ2ecdpM1qTdw7yEVU9XfqiCwBtPYYwEdSt6i2JABw%2FpJ9vK7nh07UK9zQ1hrVUPlbztWGh5QtPCe872fU8AUDW%2FF1SYCXEpJOef%2FQBI5OK96Nx4m2Nqb96R6rTqwF0e0%2F7oUtw182DVYHDHcyX459ANJ%2FIFavXavgEJXXNgzrc8kP8xGmU%2F42RegQ92TY6%2F74bs%2FzNmznhIO5N5zjVR8VVFCW7CbKRY4NskfRbth0KHGz84rAX%2BwCYSFIyiEmhopkeKUdu5q4dSKA0zkoA%3D&nvMid=44947263618&catId=50000151
레노버 아이디어패드 Slim1-15ALC7,376310,https://cr.shopping.naver.com/adcr.nhn?x=COvixIhRl6mYr2QXVh98HP%2F%2F%2Fw%3D%3DscHlMk8eeA17VpkvolyO7H8uOl6vJpsrfhjJcyTHyHyT2JuB1xbdLlYSG9uR1HG3pJ3%2F5kYhFCgA10kdGGTu6PLRFcDz8bG6KS4r8o62aao0qmj83V%2FIXXUfCnzomTTE%2F5Qc5BDeg2oQQE6UV3bc1099%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLR%2Bz%2FcZhqWOEHKfUXXxXc2SKAIbpwv%2BC6ot980PsBr8Pac1A9eX%2F2kC2ux9IFZyvDog11r%2BFvnzCJTmg%2BAV9HHqsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8nk%2FjMR9b2GDQe5a7NJ6QKYA8ASJxG2xzPracNmgEtAVXfqiCwBtPYYwEdSt6i2JAFz6eVi35ShK6W3bGCGfhP%2B7qP31Xt3NfSF5zs%2BvNXbqITF%2Bn1aaTvXziEq%2F4MxnvAuF0gTiBdIkGDQYeWeCggK9WG84DIl0dsnDYrbdK53Ays3D0FrsxXFu7Ak8YsTVh0KFe8HinMWk1D2hvez7xsr%2BGBoyQkiFtSLwcV09cBvdoDweHxln5npDnGMT4HaZcWASfFm7erx%2FbF8wQvW8wWIVsN%2FiAcjmtIwlTUFZwg6A%3D&nvMid=43425682618&catId=50000151
