상품명,가격,주소
삼성 15인치 인텔 i5 고사양 태블릿PC 2in1 영상편집 대학생 사무용 가벼운 노트북,1199000,https://cr.shopping.naver.com/adcr.nhn?x=OhDktBA6g6je7RQ%2Bbtn%2BTv%2F%2F%2Fw%3D%3DsZuJYtPuNWrqBOprxR0jClRE2FJ%2F%2Bu8ATAPNaoqh8688XtKWU5l2RZhzweonlysWa7CUg%2FIGOqWqJwmKNmBrCyPPkWQmle2V65pkFcVf6IBR4hwNt1smDDaxLud3ubHkOLGUiP6HDz6JZY0ryO1a%2FOsVIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0Nk4fZ3hfSIkvT9iUUCPqAHO6zZuRg22%2FOMAgeL%2B6r72bDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqnGEbG42qomaAf1J%2FIgmedx733uu7InaY7WB0nbZAKe3zzP1AE02N8MNWVtGJkp2m9OWZq198v68K0VAKH0Xr37N81WjUpxJVJrN5mDsz4BpVs%2BU6GLITStthWUvuJh0IUrHE7HUbW%2BuxyQesbHBmktPsjnsiHjhuFjUN%2B9Bkv2u8nGc5Ju1josx%2Fp2KpLV3oOY6H2g%2F%2FQ6k0oij%2BELCYEeehboinBV17iKd1Gj6z9d%2FSjb9vFxzR%2FCYx1OlH2twgANCz01R5kE8b8saq5fGyIYuL6qQmPHN1JKKgvUmzMKa%2BFdM8rQCC7p0PpDEZm0kFcqa8%2F8G7VI7DLoTszzCwxQ%2FWP%2FnwEUBC4oNa7FG88cc88N3BFZCaAjq8VrDy8lKO%2BcpNHgI7u%2BZMJ96b7aXVpU%3D&nvMid=82296279981&catId=50000151
LG전자 LG그램 14ZD90S-GX56K,1198990,https://cr.shopping.naver.com/adcr.nhn?x=79u9szlnZsvUw5duQRK4j%2F%2F%2F%2Fw%3D%3Dskk6YGePyDYA2IWW34FTpYqsZSlbA6SRHv3lGt6FoC8UXtKWU5l2RZhzweonlysWaV73UaE7OaBdXi%2FkXxWJhRfPkWQmle2V65pkFcVf6IBR4hwNt1smDDaxLud3ubHkOA7t5glsD1fuilsGk3GhlV8v%2BjB2erv%2BZ%2Brrs5VHOiTQgGE7%2BZatKjf5hEf1XctkKOpjlM%2Fk%2BCD1OWBmtuwcV9NjMLMF37IGTcafAkl8SUA1yVIMMNqLACnbjknB0qr9OINJO0cBUUOEf95BYgHLHSkPg%2F6PYJW9LpCSumzPJoigK7CtQzZWLlur1%2FFge4%2BEpYNwDIxPzd%2Fb0ORyunSXgyLXYOjtn2xi6MzYEOhwHwUGkudW4LAgR4Xxl%2FdcF1QLK4SJdpwCa8BKMJDbIvX%2FPYt1woZLwre%2F0c6LfC8XQvObzTGRUTKQr%2FUwyxsVp2bKrIQmXnmIQ01NzUUmCj3KnsVN3kmpzj8HKpYJst8kuZb7B%2B5CKTllK9USJgkjN3W8JdRM2ejeXMHLKUhaOgGkIEo%2F2jOZ1X9azl5NH1VOMKFvwfhzIMmRKlgu796kiRqt77K3o28i6%2FcriAo10gDIdOg4SwcLvxUEucVmH%2BcOht40%3D&nvMid=44947893618&catId=50000151
LG전자 LG그램 16ZD90RU-GX56K,1296113,https://cr.shopping.naver.com/adcr.nhn?x=j4sUtTRbxwXUx4Mttm4U3v%2F%2F%2Fw%3D%3DsvZgmNgafFLbWgYLwMX5q2HLKwBAWQ0iW2FitT2PrfzMXtKWU5l2RZhzweonlysWaqmdSgNrbk67tlpr3e1sKG%2FPkWQmle2V65pkFcVf6IBR4hwNt1smDDaxLud3ubHkOA7t5glsD1fuilsGk3GhlV8v%2BjB2erv%2BZ%2Brrs5VHOiTQgGE7%2BZatKjf5hEf1XctkKF2E%2F16AslcnpZiS4TF3PZ9jMLMF37IGTcafAkl8SUA1yVIMMNqLACnbjknB0qr9OINJO0cBUUOEf95BYgHLHSkPg%2F6PYJW9LpCSumzPJoigK7CtQzZWLlur1%2FFge4%2BEpFjaKZ2s3zmo80uZpVhK5Ga2HaqC8Cj1DbUABmxxEz5ikudW4LAgR4Xxl%2FdcF1QLK1dcmz9ZJ59%2B8QX1i35Ba691woZLwre%2F0c6LfC8XQvObqKeXbKaolgbhLb2YthE7qQTO9p5zYnPUQqlg9U%2BfVmqWX4OkdQnUc0HiX%2FEfB6sCYD7PNBQa2H9%2BdannN5GoKGSrm%2BXMP0aKsIqPnU%2FJds7%2BGBoyQkiFtSLwcV09cBvfNJ1wOnmDmhK1M2mbG5tbQq2i8OhOu%2FA90B%2BpPaRIb74VsN%2FiAcjmtIwlTUFZwg6A%3D&nvMid=39515635618&catId=50000151
레노버 아이디어패드 Slim3 15ABR8 82XM0039KR,625900,https://cr.shopping.naver.com/adcr.nhn?x=cD4tunrpzzurvFXrZaG2dv%2F%2F%2Fw%3D%3DsbHYTsozWwtnCIwFoMhUnRGhUMgs2oruF8oIzvVbK6xYXtKWU5l2RZhzweonlysWaS%2FPmtzT4JTnNEeI0Bw%2BQLvPkWQmle2V65pkFcVf6IBR4hwNt1smDDaxLud3ubHkOA7t5glsD1fuilsGk3GhlV8v%2BjB2erv%2BZ%2Brrs5VHOiTQgGE7%2BZatKjf5hEf1XctkKe2xX%2BLMTvCb3qlBuI7%2BnodjMLMF37IGTcafAkl8SUA1yVIMMNqLACnbjknB0qr9OINJO0cBUUOEf95BYgHLHSkPg%2F6PYJW9LpCSumzPJoigK7CtQzZWLlur1%2FFge4%2BEplZKIOK9bKNtH5oDPYBv1rDf3aGh0REhXyUN6BIdhGaWkudW4LAgR4Xxl%2FdcF1QLK2bacC96XaSFmhfIdWZST1N1woZLwre%2F0c6LfC8XQvOY46NgifS4z3UkA590XCTBW7l7xOoP8tIW5J7QnTP6oA2hJwAOIAKg1kpH6qAoCKMcmulpP%2B12VMZ7UaWjK%2B9Kp%2Fh8Na4Ih2%2Fc%2B%2FYE8K%2FBEBp1KU85kE3pXnhNMvq7%2FMWyiRwGVvv5xtjHXkdOjtZz6OPArvV4jxKbUdND63DaZ%2BQN%2BQsjK6V0FLd%2Fybx7qcubNSE3OzZUT76KyqzckASmm&nvMid=38367058618&catId=50000151
Apple 맥북 에어 2020년형 M1 256G 스페이스 그레이 (MGN63KH/A),1149000,https://cr.shopping.naver.com/adcr.nhn?x=mrXPZl01DLiW%2FhwvTb2z2P%2F%2F%2Fw%3D%3Ds0Z4L6W5DafMHNvUalUCrSgkasAApgyrcnZPA%2Ft4vO572JuB1xbdLlYSG9uR1HG3p6C%2BFxMQq%2FfoRuBKO3G1m%2FrRFcDz8bG6KS4r8o62aao0qmj83V%2FIXXUfCnzomTTE%2F5Qc5BDeg2oQQE6UV3bc1099%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajL0VEFFQva%2FfbuEe1HC%2FFUcCKAIbpwv%2BC6ot980PsBr8Pac1A9eX%2F2kC2ux9IFZyvDog11r%2BFvnzCJTmg%2BAV9HHqsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8wcwzLxsbKPIgPyFWtaJVLiUnoM7lMzxn1kCwzs2VbTVXfqiCwBtPYYwEdSt6i2JACCIRpPbqVzkFrKk%2Buf5xoXf0TZDzrWc0sFfy%2FmfhMFaw8593OR%2Br4qxUoJ1uSinatonQyAHNunVMizgWNaBzD5SwGJl3k6TbrX1nm7aV27bjdhQkMXhwERJySwoxAtf53jOvXQ7NNrm6W4sZbboyxw70K%2FXyzqmR25z%2BCojqwmp61Pz7Ynx2jSfPoLMH9zguB4t2H5vsSuInCbcesrqy7J1KU85kE3pXnhNMvq7%2FMWxttsCAAhvCwkjVCdlq3zsol%2FgmJdrO1tdQudeOWcPFbwN%2BQsjK6V0FLd%2Fybx7qcubNSE3OzZUT76KyqzckASmm&nvMid=26101847522&catId=50000151
삼성 14인치 인텔 울트라7 가벼운 고사양 사무용 대학생 영상편집 AI 윈도우11 노트북,1599000,https://cr.shopping.naver.com/adcr.nhn?x=D%2BbzDkWpWziWfPe96cPs8v%2F%2F%2Fw%3D%3Dsa9UjmFV4QWAwD%2FmyXUyzKXfWb2m99nGMYj99xlhN1Qf2JuB1xbdLlYSG9uR1HG3powWbd%2BMSZVjAuTAaBIodWLRFcDz8bG6KS4r8o62aao0qmj83V%2FIXXUfCnzomTTE%2F5Qc5BDeg2oQQE6UV3bc100S%2BortKzfQDWBF5GV%2FKfqEhJv3ljJo79VVIpj6%2Fm3WOJpk9oOffIrOfOCoLSPl3NyDSTtHAVFDhH%2FeQWIByx0pD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKd%2BsWa0EQvzivi58a6eCjnJDRed4S66eT0gNnXnOWT4TXDWTeRReOiaoO3w1jY%2BQmm3WLljXRAx4MlH2SUxagOK%2BWj1H45z%2FndnRlXTgB9xVpw1tBnHqCkfH23D84%2BoPHKbL7cM17a9BitJDi5PfKWNMsI%2FzQTssk5M9utiBfMYGeBBrTh9xx7upM1pcdkQBlgYVmgg54nIEuIA7FdJtCmRRPBWZisB5MMc6XFge1iauDMGqvG39NqYxeBF3rrei7d%2B4seNiY44aY4phLJ1NOCbOyOSK1%2BRPFtFf6tzws2O6VmTDLelwigo%2FVNLNNy7XxH3PwRfupCzWRTKfRKhpgZRHH%2FnOtsSzLHYmkuXqmt9ZOG2Cju8A5KJ4LhCz32%2BdFwMttZObqQSLtusPeaHmFZm33g0yXNzV93rtwrDtankM&nvMid=83097419824&catId=50000151
LG전자 그램 프로 16ZD90SP-GX56K,1698870,https://cr.shopping.naver.com/adcr.nhn?x=TfSuNUNEYkBsQz9YSOy9vv%2F%2F%2Fw%3D%3DssX4V8meAwJ05OIA94MFRT29oW8G927Ct3EvA18ZV%2BqMXtKWU5l2RZhzweonlysWaRp1ZDGfNf5JOhyp7SzHq9%2FPkWQmle2V65pkFcVf6IBR4hwNt1smDDaxLud3ubHkOA7t5glsD1fuilsGk3GhlV8v%2BjB2erv%2BZ%2Brrs5VHOiTQgGE7%2BZatKjf5hEf1XctkKtRVjTjF5mqYAPoBBOwNKv9jMLMF37IGTcafAkl8SUA1yVIMMNqLACnbjknB0qr9OINJO0cBUUOEf95BYgHLHSkPg%2F6PYJW9LpCSumzPJoigK7CtQzZWLlur1%2FFge4%2BEpUHjPAiZ4Nj3zwkp7Du8c%2Ba2HaqC8Cj1DbUABmxxEz5ikudW4LAgR4Xxl%2FdcF1QLKWz7W9fyK3HuQPpFvf5%2FM7d1woZLwre%2F0c6LfC8XQvObqKeXbKaolgbhLb2YthE7qqh75Z2Tye5lAIIlTJLnOQKWX4OkdQnUc0HiX%2FEfB6sAh0p2tdv0Oe4Q6fATeY8AzXTF5LJ5FL1iU9Z36sfV5jL%2BGBoyQkiFtSLwcV09cBvcNYdJ1jQzJV3jXssy1HMlXPec%2FvyOVp6Ylvwv8mD6BgYVsN%2FiAcjmtIwlTUFZwg6A%3D&nvMid=44947895618&catId=50000151
LG전자 울트라PC 15UD40R-GX36K,568390,https://cr.shopping.naver.com/adcr.nhn?x=zNMVe82N9C49bIZpVpzRrP%2F%2F%2Fw%3D%3DsYlcBmQOQCkFe2wsAjAXdp7%2B78N55F3tSCm1mbGzGmwcXtKWU5l2RZhzweonlysWaNOgW5t65CfoG3GlVV8k%2BVPPkWQmle2V65pkFcVf6IBR4hwNt1smDDaxLud3ubHkOA7t5glsD1fuilsGk3GhlV8v%2BjB2erv%2BZ%2Brrs5VHOiTQgGE7%2BZatKjf5hEf1XctkK1LsB43gik7rzbUhT7iip69jMLMF37IGTcafAkl8SUA1yVIMMNqLACnbjknB0qr9OINJO0cBUUOEf95BYgHLHSkPg%2F6PYJW9LpCSumzPJoigK7CtQzZWLlur1%2FFge4%2BEpV1H%2FZrN9xiFMMYMGn7H9UEbqeEwNmv7B2ut3vrfD7SmkudW4LAgR4Xxl%2FdcF1QLKQEFFqDbzLJ4QSC3kJ2ngY91woZLwre%2F0c6LfC8XQvOZIC8%2Bw2VW3%2BXqEcRh4qA4%2BKUH3Cnh4epAFQ73fydCjkVN3kmpzj8HKpYJst8kuZb5ZUcv5LNgQbgHt0cRmqmUy5h5Py00ZP8HSnfNJaBQUe5E7Jf%2F2HYJVUoge%2BOYeQIGfS21OMVpqa9bL5qK%2B2Bwvrwtx3ZafO6xwp9OEQIVBoIKoDr6us%2BRKRCOTdsWr9TI%3D&nvMid=37824766618&catId=50000151
삼성전자 갤럭시북4 프로 NT940XGQ-A71A,1698990,https://cr.shopping.naver.com/adcr.nhn?x=%2FjxbS0tWxC5qr28DZM6i1v%2F%2F%2Fw%3D%3DsyqKKmIUBHz%2FhJ2zqu9A9zRz8WQbXPIZJDauL96q6ISoXtKWU5l2RZhzweonlysWaJTGt2kq%2BKjfHGUqojeVrgvPkWQmle2V65pkFcVf6IBR4hwNt1smDDaxLud3ubHkOA7t5glsD1fuilsGk3GhlV8v%2BjB2erv%2BZ%2Brrs5VHOiTQgGE7%2BZatKjf5hEf1XctkKBjrRxxu%2FTfOExcO9d6Ud3djMLMF37IGTcafAkl8SUA1yVIMMNqLACnbjknB0qr9OINJO0cBUUOEf95BYgHLHSkPg%2F6PYJW9LpCSumzPJoigK7CtQzZWLlur1%2FFge4%2BEplBqxm6LoPPWjTqs79kzQiPQAe55F7LXidcmcWoGUW5KkudW4LAgR4Xxl%2FdcF1QLK4ZHtYz95BdT09VW%2BXup%2FjN1woZLwre%2F0c6LfC8XQvOa6mSCZCYSvV8n0pPyznxnPUFzbxBqLaAJAMjnPnmyn51N3kmpzj8HKpYJst8kuZb6Rrfid2hKu8tbzd1zo%2BdPZdRM2ejeXMHLKUhaOgGkIEv6suBQH1V68VSdP4hFuDVjAS6RbQDHkQ9A9V8e56dS5DJC0tzdR6yyFEXa6C1e6DQ4SwcLvxUEucVmH%2BcOht40%3D&nvMid=44881316618&catId=50000151
삼성전자 갤럭시북4 울트라 NT960XGL-X72A,2923980,https://cr.shopping.naver.com/adcr.nhn?x=tEeQtW0WlQ887rckooew4v%2F%2F%2Fw%3D%3DsWpOLGlM4RWYzndFuZVODKYhcYYTpuuX%2FGS%2Bwo1RxZXX2JuB1xbdLlYSG9uR1HG3pgwNVC9p%2BvZn9Etgi7BuTKLRFcDz8bG6KS4r8o62aao0qmj83V%2FIXXUfCnzomTTE%2F5Qc5BDeg2oQQE6UV3bc1099%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLN2fgY1yMGT42W09j0MSdMiKAIbpwv%2BC6ot980PsBr8Pac1A9eX%2F2kC2ux9IFZyvDog11r%2BFvnzCJTmg%2BAV9HHqsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8hE8892FdoFk8rY4owIrT2FcGtbq4aInDUZxcdn69s9VXfqiCwBtPYYwEdSt6i2JA7%2BMET9oLn9FPSzFNkNa7OA9eYIHN0YOp7QVFz1FGeKxIv%2Bx%2BJbRMl1B4pRi06RM6rRi4%2B7WABOKXw8fKNhlEQF0e0%2F7oUtw182DVYHDHcyWxaS5t%2FBtWMrffVTrVW3tKvSRCLcZisklDotoOXkvQ3I6%2F74bs%2FzNmznhIO5N5zjVFsSlv4DHBjCxUi26E%2BfOYlNpdm2xhZmF8IKsDWWNWsGhopkeKUdu5q4dSKA0zkoA%3D&nvMid=44908060618&catId=50000151
베이직스 베이직북 14 3세대 BB1422SS,398000,https://cr.shopping.naver.com/adcr.nhn?x=NkfLTSbpNxL%2BfbDzdjuGpf%2F%2F%2Fw%3D%3DsATrHCybYsIqIUQnnzJth61jeHTMsveh12W%2B8EuSZUY4XtKWU5l2RZhzweonlysWaF4ouS7bTOrGRtvPnYKiW%2FPPkWQmle2V65pkFcVf6IBR4hwNt1smDDaxLud3ubHkOA7t5glsD1fuilsGk3GhlV8v%2BjB2erv%2BZ%2Brrs5VHOiTQgGE7%2BZatKjf5hEf1XctkKkisS%2B%2B0vFWyNc2y3I18169jMLMF37IGTcafAkl8SUA1yVIMMNqLACnbjknB0qr9OINJO0cBUUOEf95BYgHLHSkPg%2F6PYJW9LpCSumzPJoigK7CtQzZWLlur1%2FFge4%2BEp5Sr4gVRh1eH1U62ODt7N%2BU8PIY5jO%2FyfPceC89kGX5KkudW4LAgR4Xxl%2FdcF1QLKuvVjIUKH4PO0Att9LWkpXd1woZLwre%2F0c6LfC8XQvOaH6GtyiM9eTuU5VQyjs4e3SrzErz%2BW%2F3EitUwIiIEXyB8WWpJTR41lzgh37v1%2B0utdHtP%2B6FLcNfNg1WBwx3MlzGHr7xVUvbxPfODOpeJ15J4JX1fvzX6P%2FWqvIJKpoer6C0XXk8ySaOQ0OaLzzIxFmmtVUvv6PZU54CRukioCTH9bvcfXyruEIMlktsr5jPbLVWGr8fvvH1mWvUgXPK6j&nvMid=33758325618&catId=50000151
삼성전자 갤럭시북3 NT750XFT-A51A,797990,https://cr.shopping.naver.com/adcr.nhn?x=A9UemeYBAelq8L77D1LAd%2F%2F%2F%2Fw%3D%3Dsf01q1uUbc0Jlf88oL7unEBegR4Mu%2F9H5FToduN3RBSD2JuB1xbdLlYSG9uR1HG3p1O4TLftXSBh88qwWdPt%2FurRFcDz8bG6KS4r8o62aao0qmj83V%2FIXXUfCnzomTTE%2F5Qc5BDeg2oQQE6UV3bc1099%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajL%2FhZCcOx1FLi5%2FEvu1qGkrSKAIbpwv%2BC6ot980PsBr8Pac1A9eX%2F2kC2ux9IFZyvDog11r%2BFvnzCJTmg%2BAV9HHqsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8nnzuEzMzjVHhOhmDeXc5tfi9zecZbBBZayiDXExNiZhXfqiCwBtPYYwEdSt6i2JAZalCJkd6vqCxekGexc4HbO7qP31Xt3NfSF5zs%2BvNXbpIv%2Bx%2BJbRMl1B4pRi06RM6YpCX0iJEs3YykndACZ5UfF0e0%2F7oUtw182DVYHDHcyVwOv6iN9Vp4lt7wJnJSJhZUx4BQd1DpCJok%2F3XAba0vPoLRdeTzJJo5DQ5ovPMjEW%2F8N5jwqoytnjkSpVOV%2ByqzI6H9VupXSu0FM6bPYLLI8tVYavx%2B%2B8fWZa9SBc8rqM%3D&nvMid=39746112618&catId=50000151
삼성전자 갤럭시북3 NT750XFT-A71A,1098000,https://cr.shopping.naver.com/adcr.nhn?x=HsTiAYf2QAuyVvWt6zi8%2F%2F%2F%2F%2Fw%3D%3DszuTLftgX0qX1cxN4O4MTNKVK95SpuG%2Br4%2FWlKVasTET2m%2FfFa014Vbw4CyFgdKsa5zzEYm4%2FMMnAwPDIqLHxfUhwf23LaXI3%2BWBMrS282udbXyCWgblhATlkH5C9P4zXptzbKxkdv7T9NaJp9P8a8lVd6Z%2BmZ5fvTALbBBPmfKINOQYhsglml8zWdPkvk90JbtKPm%2F%2BbAxMKi1kvoZhpKhtDwm%2BqtcL%2F%2BsHW7V7DzFJvOkN1ObtekPcPUhD3%2FT7c7rNm5GDbb84wCB4v7qvvZsOmY27ZGze0Q%2BtXRlM4OxtarJoVrbEtunAYIkKGowOqHxe10sy3dU2f%2FQJFOF4wGiEhb%2B5%2BbgCLWD5ufmjwVaCy5rjDnXk2U6sJ3Y5BNj1rivDmloO8C7efsJXZQhsfR6AhfbmRc6T9Q91MqoVII6rEkr7arAP7IHzktLH36MMiswgyUzzIQkIgzSw4p7%2BKfnTCIPAJk2HuXTLdI4ikEOCSnMbTGY731ubTnmvTCPanwtIYh35n85gCNF9XAudNij6CFtWTAv3Npigb6bCCrGB1YAjB4EtHg0WILoivZjW0ZOY2qck3BAiLjAxqmDytTkHQIiXcF4qwUXZ2sX76wW8%3D&nvMid=39724518618&catId=50000151
Apple 맥북 프로 14 2023년 M3 Pro 11코어 스페이스 블랙 (MRX33KH/A),2584270,https://cr.shopping.naver.com/adcr.nhn?x=VYZR21Co%2BD%2BYyuFMcWFdLP%2F%2F%2Fw%3D%3Ds8rcE8pWbuwkx61O16kSnskyHpVn2IK%2FkLLBKThtzSSwXtKWU5l2RZhzweonlysWawfc32O5ZKZEko37HxShJLvPkWQmle2V65pkFcVf6IBR4hwNt1smDDaxLud3ubHkOA7t5glsD1fuilsGk3GhlV8v%2BjB2erv%2BZ%2Brrs5VHOiTQgGE7%2BZatKjf5hEf1XctkKoPvfcma0dc1eJHMbjg6PP9jMLMF37IGTcafAkl8SUA1yVIMMNqLACnbjknB0qr9OINJO0cBUUOEf95BYgHLHSkPg%2F6PYJW9LpCSumzPJoigK7CtQzZWLlur1%2FFge4%2BEp4z9t9%2B%2F83izl7nqJgGB%2F1fuUS68QN7QopO3bQ%2FhpqpWkudW4LAgR4Xxl%2FdcF1QLKnaLypHxnMdR6XYSERjAuZt1woZLwre%2F0c6LfC8XQvOZsskHxC65ys005tL6LX8iNHa9%2BAJ38%2FS5IiT0ZkChST1kBxtyOcU5AVJxIvsC6FFaoF%2BDvqxEQvsMbb5XNeVgPFgXb0oygLMoIUadBZyeNyfWjQzp9Fc9pTT1IKdLpmzurADz98msSGL0R%2FXdv1xVduYLNuInEOHZuY5mo4Y1N9FE3riYGb0bxCu4GQsNwdPp7b20sDgyNOfnoa5dr6zjTcvhS9OLKJVlfpC%2BrvY73ftdUpF7z8QhS%2FTv6G3BE5FQNUJgJp6CUXauCvW7Y5AjN&nvMid=44159575618&catId=50000151
